0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7,  0.00000000000000E+0000
1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7,  0.00000000000000E+0000
2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7,  0.00000000000000E+0000
3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7,  0.00000000000000E+0000
4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7,  0.00000000000000E+0000
5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7,  0.00000000000000E+0000
6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7,  0.00000000000000E+0000
7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7,  0.00000000000000E+0000
8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7,  0.00000000000000E+0000
9, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7,  0.00000000000000E+0000
10, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
11, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
12, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
13, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
14, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
15, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
16, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
17, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
18, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
19, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
20, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
21, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
22, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
23, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
24, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
25, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
26, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
27, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
28, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
29, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
30, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
31, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
32, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
33, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
34, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,  0.00000000000000E+0000
